발생년도,가해자,피해자,법규위반
2019,건설기계,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,이륜차,신호위반
2019,자전거,승용차,중앙선침범
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,화물차,안전운전 의무 불이행
2019,승용차,이륜차,안전운전 의무 불이행
2019,승용차,승용차,기타
2019,승용차,보행자,과속
2019,화물차,승합차,과속
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,건설기계,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,이륜차,승용차,안전운전 의무 불이행
2019,이륜차,승용차,신호위반
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,승용차,자전거,기타
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,승용차,보행자,과속
2019,이륜차,승용차,신호위반
2019,원동기장치자전거,승용차,신호위반
2019,화물차,보행자,신호위반
2019,승용차,보행자,기타
2019,승용차,보행자,보행자 보호의무 위반
2019,이륜차,승용차,중앙선침범
2019,원동기장치자전거,보행자,신호위반
2019,이륜차,승용차,중앙선침범
2019,원동기장치자전거,승용차,중앙선침범
2019,이륜차,승용차,신호위반
2019,승용차,화물차,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,화물차,승용차,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승합차,승용차,신호위반
2019,승용차,승용차,안전운전 의무 불이행
2019,이륜차,승용차,신호위반
2019,승용차,없음,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,승용차,안전운전 의무 불이행
2019,이륜차,보행자,안전운전 의무 불이행
2019,승용차,승용차,안전운전 의무 불이행
2019,건설기계,보행자,안전운전 의무 불이행
2019,건설기계,보행자,안전운전 의무 불이행
2019,건설기계,보행자,보행자 보호의무 위반
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,이륜차,신호위반
2019,화물차,보행자,안전운전 의무 불이행
2019,이륜차,화물차,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,이륜차,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,자전거,보행자,신호위반
2019,화물차,없음,안전운전 의무 불이행
2019,승합차,이륜차,신호위반
2019,승용차,화물차,과속
2019,승합차,보행자,보행자 보호의무 위반
2019,승용차,보행자,보행자 보호의무 위반
2019,이륜차,보행자,중앙선침범
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,건설기계,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,기타,승용차,중앙선침범
2019,건설기계,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,화물차,중앙선침범
2019,자전거,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,건설기계,이륜차,중앙선침범
2019,승합차,보행자,과속
2019,승용차,보행자,과속
2019,자전거,승합차,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,승합차,보행자,안전운전 의무 불이행
2019,건설기계,보행자,안전운전 의무 불이행
2019,화물차,화물차,안전운전 의무 불이행
2019,승용차,이륜차,신호위반
2019,화물차,보행자,보행자 보호의무 위반
2019,승용차,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,이륜차,화물차,안전운전 의무 불이행
2019,이륜차,보행자,안전운전 의무 불이행
2019,자전거,승용차,중앙선침범
2019,자전거,화물차,기타
2019,화물차,보행자,안전운전 의무 불이행
2019,이륜차,화물차,신호위반
2019,이륜차,승합차,신호위반
2019,화물차,보행자,보행자 보호의무 위반
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,자전거,승용차,안전운전 의무 불이행
2019,승용차,화물차,중앙선침범
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,보행자,신호위반
2019,화물차,보행자,보행자 보호의무 위반
2019,승용차,없음,신호위반
2020,승합차,보행자,안전운전 의무 불이행
2020,승용차,이륜차,안전거리미확보
2020,이륜차,없음,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,자전거,화물차,안전운전 의무 불이행
2020,승용차,없음,안전운전 의무 불이행
2020,승용차,개인형이동수단,안전운전 의무 불이행
2020,이륜차,승용차,과속
2020,승용차,보행자,안전운전 의무 불이행
2020,승합차,없음,안전운전 의무 불이행
2020,이륜차,화물차,안전운전 의무 불이행
2020,이륜차,없음,안전운전 의무 불이행
2020,승용차,이륜차,신호위반
2020,승용차,이륜차,안전운전 의무 불이행
2020,건설기계,보행자,안전운전 의무 불이행
2020,이륜차,없음,과속
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,없음,안전운전 의무 불이행
2020,화물차,승용차,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,특수차,보행자,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,보행자,과속
2020,승용차,보행자,안전운전 의무 불이행
2020,승합차,불명,안전운전 의무 불이행
2020,자전거,화물차,신호위반
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,이륜차,승용차,안전운전 의무 불이행
2020,이륜차,이륜차,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,원동기장치자전거,승용차,중앙선침범
2020,원동기장치자전거,보행자,안전운전 의무 불이행
2020,승용차,이륜차,신호위반
2020,화물차,승합차,기타
2020,개인형이동수단,없음,안전운전 의무 불이행
2020,승용차,없음,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,승용차,보행자,신호위반
2020,이륜차,승용차,안전운전 의무 불이행
2020,이륜차,없음,안전운전 의무 불이행
2020,이륜차,화물차,안전운전 의무 불이행
2020,건설기계,보행자,보행자 보호의무 위반
2020,승용차,보행자,안전운전 의무 불이행
2020,건설기계,이륜차,안전거리미확보
2020,승용차,보행자,안전운전 의무 불이행
2020,자전거,승용차,교차로 통행방법 위반
2020,승용차,보행자,보행자 보호의무 위반
2020,승용차,보행자,안전운전 의무 불이행
2020,이륜차,승용차,신호위반
2020,화물차,보행자,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,이륜차,과속
2020,승합차,보행자,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,건설기계,보행자,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,승합차,보행자,과속
2020,자전거,승용차,안전운전 의무 불이행
2020,승용차,보행자,과속
2020,이륜차,보행자,안전운전 의무 불이행
2020,원동기장치자전거,없음,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,건설기계,이륜차,안전운전 의무 불이행
2020,이륜차,승합차,신호위반
2020,원동기장치자전거,보행자,안전운전 의무 불이행
2020,자전거,보행자,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,승용차,보행자,신호위반
2020,승용차,보행자,안전운전 의무 불이행
2020,건설기계,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,없음,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,원동기장치자전거,없음,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,이륜차,승용차,신호위반
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,화물차,안전운전 의무 불이행
2020,화물차,없음,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,승용차,안전운전 의무 불이행
2020,승합차,자전거,신호위반
2020,화물차,보행자,안전운전 의무 불이행
2020,화물차,보행자,보행자 보호의무 위반
2020,승합차,보행자,안전운전 의무 불이행
2020,화물차,화물차,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,화물차,승합차,기타
2020,승합차,승합차,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,이륜차,화물차,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,승합차,자전거,신호위반
2020,승용차,자전거,신호위반
2020,승용차,승용차,과속
2020,이륜차,승합차,신호위반
2020,이륜차,건설기계,안전운전 의무 불이행
2020,승용차,자전거,기타
2020,이륜차,없음,안전운전 의무 불이행
2020,승용차,이륜차,신호위반
2020,이륜차,없음,안전운전 의무 불이행
2020,건설기계,개인형이동수단,안전운전 의무 불이행
2020,이륜차,승합차,안전거리미확보
2020,이륜차,없음,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,이륜차,개인형이동수단,과속
2020,화물차,보행자,안전운전 의무 불이행
2020,이륜차,없음,안전운전 의무 불이행
2020,화물차,이륜차,신호위반
2020,이륜차,없음,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,승합차,보행자,신호위반
2020,화물차,보행자,안전운전 의무 불이행
2020,자전거,화물차,안전운전 의무 불이행
2020,승용차,보행자,보행자 보호의무 위반
2020,승합차,보행자,안전운전 의무 불이행
2020,이륜차,보행자,과속
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,건설기계,보행자,안전운전 의무 불이행
2020,화물차,이륜차,신호위반
2020,승용차,보행자,안전운전 의무 불이행
2020,원동기장치자전거,승용차,중앙선침범
2020,승용차,없음,과속
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,자전거,신호위반
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,보행자,과속
2020,승용차,보행자,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,이륜차,기타
2020,자전거,보행자,기타
2020,이륜차,화물차,신호위반
2020,승용차,없음,안전운전 의무 불이행
2020,화물차,자전거,교차로 통행방법 위반
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,이륜차,보행자,신호위반
2020,승용차,이륜차,안전운전 의무 불이행
2020,이륜차,보행자,안전운전 의무 불이행
2020,이륜차,승용차,신호위반
2020,승용차,이륜차,기타
2020,이륜차,없음,안전운전 의무 불이행
2020,승용차,승용차,신호위반
2020,승용차,보행자,안전운전 의무 불이행
2020,이륜차,승용차,안전거리미확보
2020,이륜차,없음,안전운전 의무 불이행
2020,이륜차,승용차,안전거리미확보
2020,화물차,화물차,안전운전 의무 불이행
2020,화물차,보행자,보행자 보호의무 위반
2020,승용차,보행자,안전운전 의무 불이행
2020,건설기계,보행자,안전운전 의무 불이행
2020,자전거,화물차,안전운전 의무 불이행
2020,자전거,건설기계,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,자전거,보행자,보행자 보호의무 위반
2020,원동기장치자전거,승합차,중앙선침범
2020,건설기계,보행자,안전운전 의무 불이행
2020,이륜차,화물차,신호위반
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,보행자,과속
2020,승합차,자전거,안전운전 의무 불이행
2020,승용차,자전거,안전운전 의무 불이행
2020,이륜차,없음,안전운전 의무 불이행
2020,화물차,승용차,안전운전 의무 불이행
2020,이륜차,없음,안전운전 의무 불이행
2020,승합차,보행자,안전운전 의무 불이행
2020,원동기장치자전거,화물차,신호위반
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,승용차,신호위반
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,자전거,승합차,안전운전 의무 불이행
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,특수차,안전운전 의무 불이행
2020,화물차,보행자,중앙선침범
2020,승용차,보행자,안전운전 의무 불이행
2020,승합차,승합차,안전운전 의무 불이행
2020,승용차,승용차,기타
2020,건설기계,보행자,기타
2020,이륜차,없음,안전운전 의무 불이행
2020,이륜차,승용차,신호위반
2020,자전거,승합차,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,건설기계,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,자전거,보행자,신호위반
2020,승용차,보행자,과속
2020,승합차,보행자,안전운전 의무 불이행
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,보행자,과속
2020,승용차,보행자,신호위반
2020,승용차,자전거,신호위반
2020,승용차,이륜차,안전거리미확보
2020,이륜차,보행자,과속
2020,승용차,보행자,안전운전 의무 불이행
2020,화물차,보행자,보행자 보호의무 위반
2020,원동기장치자전거,승용차,신호위반
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,승용차,중앙선침범
2020,승용차,보행자,과속
2020,이륜차,승용차,신호위반
2020,승용차,보행자,보행자 보호의무 위반
2020,승용차,보행자,안전운전 의무 불이행
2020,승용차,이륜차,신호위반
2020,화물차,보행자,안전운전 의무 불이행
2020,승용차,없음,안전운전 의무 불이행
2020,자전거,이륜차,안전거리미확보
